Id,Source,Target
5173,23,Gangsta's Paradise
5174,tripping,Gangsta's Paradise
5175,mind,Gangsta's Paradise
5176,knee,Gangsta's Paradise
5177,punk,Gangsta's Paradise
5178,see,Gangsta's Paradise
5179,thing,Gangsta's Paradise
5180,half,Gangsta's Paradise
5181,hurt,Gangsta's Paradise
5182,man,Gangsta's Paradise
5183,say,Gangsta's Paradise
5184,reach,Gangsta's Paradise
5185,nobodys,Gangsta's Paradise
5186,momma,Gangsta's Paradise
5187,chalk,Gangsta's Paradise
5188,everybodys,Gangsta's Paradise
5189,luck,Gangsta's Paradise
5190,unheard,Gangsta's Paradise
5191,hate,Gangsta's Paradise
5192,like,Gangsta's Paradise
5193,fool,Gangsta's Paradise
5194,minute,Gangsta's Paradise
5195,spend,Gangsta's Paradise
5196,front,Gangsta's Paradise
5197,live,Gangsta's Paradise
5198,teach,Gangsta's Paradise
5199,nothing,Gangsta's Paradise
5200,na,Gangsta's Paradise
5201,dont,Gangsta's Paradise
5202,little,Gangsta's Paradise
5203,much,Gangsta's Paradise
5204,ta,Gangsta's Paradise
5205,pistol,Gangsta's Paradise
5206,leave,Gangsta's Paradise
5207,cook,Gangsta's Paradise
5208,ive,Gangsta's Paradise
5209,kitchen,Gangsta's Paradise
5210,go,Gangsta's Paradise
5211,paradise,Gangsta's Paradise
5212,dream,Gangsta's Paradise
5213,get,Gangsta's Paradise
5214,blast,Gangsta's Paradise
5215,ten,Gangsta's Paradise
5216,face,Gangsta's Paradise
5217,television,Gangsta's Paradise
5218,banger,Gangsta's Paradise
5219,cant,Gangsta's Paradise
5220,normal,Gangsta's Paradise
5221,know,Gangsta's Paradise
5222,eye,Gangsta's Paradise
5223,set,Gangsta's Paradise
5224,deserve,Gangsta's Paradise
5225,24,Gangsta's Paradise
5226,nothin,Gangsta's Paradise
5227,tell,Gangsta's Paradise
5228,life,Gangsta's Paradise
5229,wan,Gangsta's Paradise
5230,one,Gangsta's Paradise
5231,away,Gangsta's Paradise
5232,gleam,Gangsta's Paradise
5233,team,Gangsta's Paradise
5234,homies,Gangsta's Paradise
5235,kinda,Gangsta's Paradise
5236,croak,Gangsta's Paradise
5237,loc,Gangsta's Paradise
5238,watch,Gangsta's Paradise
5239,situation,Gangsta's Paradise
5240,realize,Gangsta's Paradise
5241,night,Gangsta's Paradise
5242,really,Gangsta's Paradise
5243,long,Gangsta's Paradise
5244,aint,Gangsta's Paradise
5245,death,Gangsta's Paradise
5246,understand,Gangsta's Paradise
5247,whats,Gangsta's Paradise
5248,prayer,Gangsta's Paradise
5249,gangsta,Gangsta's Paradise
5250,even,Gangsta's Paradise
5251,shadow,Gangsta's Paradise
5252,walk,Gangsta's Paradise
5253,blind,Gangsta's Paradise
5254,spending,Gangsta's Paradise
5255,thats,Gangsta's Paradise
5256,hand,Gangsta's Paradise
5257,never,Gangsta's Paradise
5258,raise,Gangsta's Paradise
5259,locd,Gangsta's Paradise
5260,hood,Gangsta's Paradise
5261,take,Gangsta's Paradise
5262,g,Gangsta's Paradise
5263,treat,Gangsta's Paradise
5264,money,Gangsta's Paradise
5265,look,Gangsta's Paradise
5266,run,Gangsta's Paradise
5267,street,Gangsta's Paradise
5268,keep,Gangsta's Paradise
5269,heart,Gangsta's Paradise
5270,beat,Gangsta's Paradise
5271,way,Gangsta's Paradise
5272,chase,Gangsta's Paradise
5273,arouse,Gangsta's Paradise
5274,cross,Gangsta's Paradise
5275,line,Gangsta's Paradise
5276,hour,Gangsta's Paradise
5277,didnt,Gangsta's Paradise
5278,gangstas,Gangsta's Paradise
5279,cry,Waterfalls
5280,good,Waterfalls
5281,gutter,Waterfalls
5282,move,Waterfalls
5283,blame,Waterfalls
5284,wit,Waterfalls
5285,youre,Waterfalls
5286,side,Waterfalls
5287,think,Waterfalls
5288,blue,Waterfalls
5289,rainbow,Waterfalls
5290,trouble,Waterfalls
5291,vein,Waterfalls
5292,el,Waterfalls
5293,seem,Waterfalls
5294,love,Waterfalls
5295,glimpse,Waterfalls
5296,godgiven,Waterfalls
5297,letter,Waterfalls
5298,cause,Waterfalls
5299,hopeless,Waterfalls
5300,give,Waterfalls
5301,doesnt,Waterfalls
5302,mind,Waterfalls
5303,sky,Waterfalls
5304,son,Waterfalls
5305,three,Waterfalls
5306,bring,Waterfalls
5307,see,Waterfalls
5308,hurt,Waterfalls
5309,another,Waterfalls
5310,hope,Waterfalls
5311,crime,Waterfalls
5312,temptation,Waterfalls
5313,shell,Waterfalls
5314,say,Waterfalls
5315,lake,Waterfalls
5316,stick,Waterfalls
5317,fade,Waterfalls
5318,many,Waterfalls
5319,like,Waterfalls
5320,mirror,Waterfalls
5321,make,Waterfalls
5322,come,Waterfalls
5323,use,Waterfalls
5324,touch,Waterfalls
5325,gray,Waterfalls
5326,gaze,Waterfalls
5327,body,Waterfalls
5328,nothing,Waterfalls
5329,na,Waterfalls
5330,dry,Waterfalls
5331,believe,Waterfalls
5332,dont,Waterfalls
5333,insane,Waterfalls
5334,little,Waterfalls
5335,seldom,Waterfalls
5336,much,Waterfalls
5337,brain,Waterfalls
5338,yall,Waterfalls
5339,unconditional,Waterfalls
5340,day,Waterfalls
5341,handle,Waterfalls
5342,place,Waterfalls
5343,gon,Waterfalls
5344,final,Waterfalls
5345,staring,Waterfalls
5346,go,Waterfalls
5347,pain,Waterfalls
5348,claim,Waterfalls
5349,dream,Waterfalls
5350,get,Waterfalls
5351,health,Waterfalls
5352,cold,Waterfalls
5353,face,Waterfalls
5354,ten,Waterfalls
5355,someone,Waterfalls
5356,cant,Waterfalls
5357,know,Waterfalls
5358,eye,Waterfalls
5359,folk,Waterfalls
5360,time,Waterfalls
5361,prey,Waterfalls
5362,praying,Waterfalls
5363,victim,Waterfalls
5364,life,Waterfalls
5365,chance,Waterfalls
5366,shade,Waterfalls
5367,help,Waterfalls
5368,one,Waterfalls
5369,bleedin,Waterfalls
5370,baby,Waterfalls
5371,away,Waterfalls
5372,yesterday,Waterfalls
5373,blow,Waterfalls
5374,tear,Waterfalls
5375,cope,Waterfalls
5376,tootin,Waterfalls
5377,aspiration,Waterfalls
5378,lay,Waterfalls
5379,true,Waterfalls
5380,realize,Waterfalls
5381,caine,Waterfalls
5382,system,Waterfalls
5383,hear,Waterfalls
5384,praise,Waterfalls
5385,rest,Waterfalls
5386,aint,Waterfalls
5387,comin,Waterfalls
5388,rain,Waterfalls
5389,anew,Waterfalls
5390,river,Waterfalls
5391,self,Waterfalls
5392,fast,Waterfalls
5393,listen,Waterfalls
5394,storm,Waterfalls
5395,shame,Waterfalls
5396,trace,Waterfalls
5397,sunny,Waterfalls
5398,promise,Waterfalls
5399,window,Waterfalls
5400,waterfall,Waterfalls
5401,pray,Waterfalls
5402,mother,Waterfalls
5403,take,Waterfalls
5404,shoot,Waterfalls
5405,precious,Waterfalls
5406,please,Waterfalls
5407,endurin,Waterfalls
5408,aim,Waterfalls
5409,resting,Waterfalls
5410,money,Waterfalls
5411,recognize,Waterfalls
5412,clear,Waterfalls
5413,fallin,Waterfalls
5414,keep,Waterfalls
5415,natural,Waterfalls
5416,jam,Waterfalls
5417,way,Waterfalls
5418,obsession,Waterfalls
5419,leavin,Waterfalls
5420,lonely,Waterfalls
5421,chase,Waterfalls
5422,pourin,Waterfalls
5423,undo,Waterfalls
5424,name,Waterfalls
5425,ray,Waterfalls
5426,best,Waterfalls
5427,faith,Waterfalls
5428,em,Waterfalls
5429,con,Macarena (Bayside Boys Mix)
5430,im,Macarena (Bayside Boys Mix)
5431,join,Macarena (Bayside Boys Mix)
5432,good,Macarena (Bayside Boys Mix)
5433,dance,Macarena (Bayside Boys Mix)
5434,move,Macarena (Bayside Boys Mix)
5435,cuerpo,Macarena (Bayside Boys Mix)
5436,ill,Macarena (Bayside Boys Mix)
5437,always,Macarena (Bayside Boys Mix)
5438,que,Macarena (Bayside Boys Mix)
5439,seduce,Macarena (Bayside Boys Mix)
5440,son,Macarena (Bayside Boys Mix)
5441,want,Macarena (Bayside Boys Mix)
5442,hey,Macarena (Bayside Boys Mix)
5443,say,Macarena (Bayside Boys Mix)
5444,tu,Macarena (Bayside Boys Mix)
5445,ha,Macarena (Bayside Boys Mix)
5446,come,Macarena (Bayside Boys Mix)
5447,find,Macarena (Bayside Boys Mix)
5448,pa,Macarena (Bayside Boys Mix)
5449,soy,Macarena (Bayside Boys Mix)
5450,e,Macarena (Bayside Boys Mix)
5451,worry,Macarena (Bayside Boys Mix)
5452,dont,Macarena (Bayside Boys Mix)
5453,suppose,Macarena (Bayside Boys Mix)
5454,darle,Macarena (Bayside Boys Mix)
5455,fine,Macarena (Bayside Boys Mix)
5456,fellows,Macarena (Bayside Boys Mix)
5457,dale,Macarena (Bayside Boys Mix)
5458,cant,Macarena (Bayside Boys Mix)
5459,town,Macarena (Bayside Boys Mix)
5460,vitorino,Macarena (Bayside Boys Mix)
5461,along,Macarena (Bayside Boys Mix)
5462,sooo,Macarena (Bayside Boys Mix)
5463,try,Macarena (Bayside Boys Mix)
5464,beside,Macarena (Bayside Boys Mix)
5465,las,Macarena (Bayside Boys Mix)
5466,buena,Macarena (Bayside Boys Mix)
5467,macarena,Macarena (Bayside Boys Mix)
5468,friend,Macarena (Bayside Boys Mix)
5469,alegria,Macarena (Bayside Boys Mix)
5470,boyfriend,Macarena (Bayside Boys Mix)
5471,party,Macarena (Bayside Boys Mix)
5472,boy,Macarena (Bayside Boys Mix)
5473,take,Macarena (Bayside Boys Mix)
5474,call,Macarena (Bayside Boys Mix)
5475,stand,Macarena (Bayside Boys Mix)
5476,two,Macarena (Bayside Boys Mix)
5477,chant,Macarena (Bayside Boys Mix)
5478,cosa,Macarena (Bayside Boys Mix)
5479,name,Macarena (Bayside Boys Mix)
5480,home,Macarena (Bayside Boys Mix)
5481,chicas,Macarena (Bayside Boys Mix)
5482,well,One Sweet Day
5483,together,One Sweet Day
5484,youre,One Sweet Day
5485,think,One Sweet Day
5486,show,One Sweet Day
5487,sleep,One Sweet Day
5488,ill,One Sweet Day
5489,love,One Sweet Day
5490,eventually,One Sweet Day
5491,cause,One Sweet Day
5492,yes,One Sweet Day
5493,always,One Sweet Day
5494,see,One Sweet Day
5495,care,One Sweet Day
5496,want,One Sweet Day
5497,late,One Sweet Day
5498,say,One Sweet Day
5499,hold,One Sweet Day
5500,many,One Sweet Day
5501,patiently,One Sweet Day
5502,miss,One Sweet Day
5503,like,One Sweet Day
5504,darlin,One Sweet Day
5505,smile,One Sweet Day
5506,live,One Sweet Day
5507,brighter,One Sweet Day
5508,wait,One Sweet Day
5509,assume,One Sweet Day
5510,sun,One Sweet Day
5511,day,One Sweet Day
5512,without,One Sweet Day
5513,youve,One Sweet Day
5514,presence,One Sweet Day
5515,shin,One Sweet Day
5516,sweet,One Sweet Day
5517,grant,One Sweet Day
5518,weve,One Sweet Day
5519,know,One Sweet Day
5520,along,One Sweet Day
5521,yeah,One Sweet Day
5522,tell,One Sweet Day
5523,one,One Sweet Day
5524,away,One Sweet Day
5525,lay,One Sweet Day
5526,oh,One Sweet Day
5527,youd,One Sweet Day
5528,heaven,One Sweet Day
5529,hear,One Sweet Day
5530,listen,One Sweet Day
5531,friend,One Sweet Day
5532,lord,One Sweet Day
5533,lookin,One Sweet Day
5534,never,One Sweet Day
5535,alive,One Sweet Day
5536,share,One Sweet Day
5537,pray,One Sweet Day
5538,faraway,One Sweet Day
5539,although,One Sweet Day
5540,take,One Sweet Day
5541,sorry,One Sweet Day
5542,fly,One Sweet Day
5543,oohooh,One Sweet Day
5544,ayayayay,One Sweet Day
5545,imagine,One Sweet Day
5546,whoa,One Sweet Day
5547,look,One Sweet Day
5548,keep,One Sweet Day
5549,way,One Sweet Day
5550,shine,One Sweet Day
5551,feel,One Sweet Day
5552,lose,One Sweet Day
5553,get,Something About the Way You Look Tonight / Candle in the Wind 1997
5554,everything,Something About the Way You Look Tonight / Candle in the Wind 1997
5555,light,Something About the Way You Look Tonight / Candle in the Wind 1997
5556,im,Something About the Way You Look Tonight / Candle in the Wind 1997
5557,cant,Something About the Way You Look Tonight / Candle in the Wind 1997
5558,across,Something About the Way You Look Tonight / Candle in the Wind 1997
5559,honesty,Something About the Way You Look Tonight / Candle in the Wind 1997
5560,know,Something About the Way You Look Tonight / Candle in the Wind 1997
5561,like,Something About the Way You Look Tonight / Candle in the Wind 1997
5562,time,Something About the Way You Look Tonight / Candle in the Wind 1997
5563,speechless,Something About the Way You Look Tonight / Candle in the Wind 1997
5564,beacon,Something About the Way You Look Tonight / Candle in the Wind 1997
5565,something,Something About the Way You Look Tonight / Candle in the Wind 1997
5566,cloud,Something About the Way You Look Tonight / Candle in the Wind 1997
5567,tell,Something About the Way You Look Tonight / Candle in the Wind 1997
5568,find,Something About the Way You Look Tonight / Candle in the Wind 1997
5569,take,Something About the Way You Look Tonight / Candle in the Wind 1997
5570,one,Something About the Way You Look Tonight / Candle in the Wind 1997
5571,tonight,Something About the Way You Look Tonight / Candle in the Wind 1997
5572,away,Something About the Way You Look Tonight / Candle in the Wind 1997
5573,smile,Something About the Way You Look Tonight / Candle in the Wind 1997
5574,feeling,Something About the Way You Look Tonight / Candle in the Wind 1997
5575,nothing,Something About the Way You Look Tonight / Candle in the Wind 1997
5576,every,Something About the Way You Look Tonight / Candle in the Wind 1997
5577,look,Something About the Way You Look Tonight / Candle in the Wind 1997
5578,deep,Something About the Way You Look Tonight / Candle in the Wind 1997
5579,dont,Something About the Way You Look Tonight / Candle in the Wind 1997
5580,moonlight,Something About the Way You Look Tonight / Candle in the Wind 1997
5581,heart,Something About the Way You Look Tonight / Candle in the Wind 1997
5582,way,Something About the Way You Look Tonight / Candle in the Wind 1997
5583,shine,Something About the Way You Look Tonight / Candle in the Wind 1997
5584,oh,Something About the Way You Look Tonight / Candle in the Wind 1997
5585,breath,Something About the Way You Look Tonight / Candle in the Wind 1997
5586,sun,Something About the Way You Look Tonight / Candle in the Wind 1997
5587,day,Something About the Way You Look Tonight / Candle in the Wind 1997
5588,explain,Something About the Way You Look Tonight / Candle in the Wind 1997
5589,need,Something About the Way You Look Tonight / Candle in the Wind 1997
5590,feel,Something About the Way You Look Tonight / Candle in the Wind 1997
5591,start,Something About the Way You Look Tonight / Candle in the Wind 1997
5592,inside,Something About the Way You Look Tonight / Candle in the Wind 1997
5593,describe,Something About the Way You Look Tonight / Candle in the Wind 1997
5594,bay,Something About the Way You Look Tonight / Candle in the Wind 1997
5595,pull,Something About the Way You Look Tonight / Candle in the Wind 1997
5596,secret,Something About the Way You Look Tonight / Candle in the Wind 1997
5597,second,Something About the Way You Look Tonight / Candle in the Wind 1997
5598,hop,Foolish Games / You Were Meant for Me
5599,everything,Foolish Games / You Were Meant for Me
5600,light,Foolish Games / You Were Meant for Me
5601,movie,Foolish Games / You Were Meant for Me
5602,im,Foolish Games / You Were Meant for Me
5603,put,Foolish Games / You Were Meant for Me
5604,good,Foolish Games / You Were Meant for Me
5605,soon,Foolish Games / You Were Meant for Me
5606,clock,Foolish Games / You Were Meant for Me
5607,dead,Foolish Games / You Were Meant for Me
5608,business,Foolish Games / You Were Meant for Me
5609,floor,Foolish Games / You Were Meant for Me
5610,last,Foolish Games / You Were Meant for Me
5611,talk,Foolish Games / You Were Meant for Me
5612,youre,Foolish Games / You Were Meant for Me
5613,think,Foolish Games / You Were Meant for Me
5614,back,Foolish Games / You Were Meant for Me
5615,wasnt,Foolish Games / You Were Meant for Me
5616,love,Foolish Games / You Were Meant for Me
5617,deep,Foolish Games / You Were Meant for Me
5618,pick,Foolish Games / You Were Meant for Me
5619,cause,Foolish Games / You Were Meant for Me
5620,saw,Foolish Games / You Were Meant for Me
5621,brand,Foolish Games / You Were Meant for Me
5622,new,Foolish Games / You Were Meant for Me
5623,stort,Foolish Games / You Were Meant for Me
5624,see,Foolish Games / You Were Meant for Me
5625,far,Foolish Games / You Were Meant for Me
5626,coffee,Foolish Games / You Were Meant for Me
5627,sad,Foolish Games / You Were Meant for Me
5628,half,Foolish Games / You Were Meant for Me
5629,towel,Foolish Games / You Were Meant for Me
5630,want,Foolish Games / You Were Meant for Me
5631,alright,Foolish Games / You Were Meant for Me
5632,would,Foolish Games / You Were Meant for Me
5633,say,Foolish Games / You Were Meant for Me
5634,momma,Foolish Games / You Were Meant for Me
5635,bad,Foolish Games / You Were Meant for Me
5636,six,Foolish Games / You Were Meant for Me
5637,miss,Foolish Games / You Were Meant for Me
5638,hate,Foolish Games / You Were Meant for Me
5639,like,Foolish Games / You Were Meant for Me
5640,besides,Foolish Games / You Were Meant for Me
5641,mirror,Foolish Games / You Were Meant for Me
5642,mean,Foolish Games / You Were Meant for Me
5643,youll,Foolish Games / You Were Meant for Me
5644,make,Foolish Games / You Were Meant for Me
5645,tonight,Foolish Games / You Were Meant for Me
5646,use,Foolish Games / You Were Meant for Me
5647,doin,Foolish Games / You Were Meant for Me
5648,everyday,Foolish Games / You Were Meant for Me
5649,dont,Foolish Games / You Were Meant for Me
5650,maple,Foolish Games / You Were Meant for Me
5651,much,Foolish Games / You Were Meant for Me
5652,news,Foolish Games / You Were Meant for Me
5653,turn,Foolish Games / You Were Meant for Me
5654,leave,Foolish Games / You Were Meant for Me
5655,itll,Foolish Games / You Were Meant for Me
5656,fine,Foolish Games / You Were Meant for Me
5657,place,Foolish Games / You Were Meant for Me
5658,ive,Foolish Games / You Were Meant for Me
5659,smiley,Foolish Games / You Were Meant for Me
5660,cap,Foolish Games / You Were Meant for Me
5661,go,Foolish Games / You Were Meant for Me
5662,old,Foolish Games / You Were Meant for Me
5663,dream,Foolish Games / You Were Meant for Me
5664,shouldnt,Foolish Games / You Were Meant for Me
5665,wet,Foolish Games / You Were Meant for Me
5666,syrup,Foolish Games / You Were Meant for Me
5667,book,Foolish Games / You Were Meant for Me
5668,get,Foolish Games / You Were Meant for Me
5669,face,Foolish Games / You Were Meant for Me
5670,know,Foolish Games / You Were Meant for Me
5671,spot,Foolish Games / You Were Meant for Me
5672,yeah,Foolish Games / You Were Meant for Me
5673,tell,Foolish Games / You Were Meant for Me
5674,console,Foolish Games / You Were Meant for Me
5675,paper,Foolish Games / You Were Meant for Me
5676,anymore,Foolish Games / You Were Meant for Me
5677,pancake,Foolish Games / You Were Meant for Me
5678,kinda,Foolish Games / You Were Meant for Me
5679,try,Foolish Games / You Were Meant for Me
5680,oh,Foolish Games / You Were Meant for Me
5681,breath,Foolish Games / You Were Meant for Me
5682,hear,Foolish Games / You Were Meant for Me
5683,long,Foolish Games / You Were Meant for Me
5684,rain,Foolish Games / You Were Meant for Me
5685,wipe,Foolish Games / You Were Meant for Me
5686,walk,Foolish Games / You Were Meant for Me
5687,even,Foolish Games / You Were Meant for Me
5688,never,Foolish Games / You Were Meant for Me
5689,mostly,Foolish Games / You Were Meant for Me
5690,alive,Foolish Games / You Were Meant for Me
5691,take,Foolish Games / You Were Meant for Me
5692,coat,Foolish Games / You Were Meant for Me
5693,call,Foolish Games / You Were Meant for Me
5694,sheet,Foolish Games / You Were Meant for Me
5695,cup,Foolish Games / You Were Meant for Me
5696,look,Foolish Games / You Were Meant for Me
5697,break,Foolish Games / You Were Meant for Me
5698,people,Foolish Games / You Were Meant for Me
5699,heart,Foolish Games / You Were Meant for Me
5700,door,Foolish Games / You Were Meant for Me
5701,brush,Foolish Games / You Were Meant for Me
5702,bed,Foolish Games / You Were Meant for Me
