Id,Label,Type,Int Type
ive,ive,Words,1
rumposmoothskin,rumposmoothskin,Words,1
til,til,Words,1
bend,bend,Words,1
quick,quick,Words,1
sista,sista,Words,1
staring,staring,Words,1
unless,unless,Words,1
wear,wear,Words,1
black,black,Words,1
wet,wet,Words,1
get,get,Words,1
magazine,magazine,Words,1
la,la,Words,1
face,face,Words,1
knockkneed,knockkneed,Words,1
sistas,sistas,Words,1
cant,cant,Words,1
fellas,fellas,Words,1
bun,bun,Words,1
jean,jean,Words,1
know,know,Words,1
friction,friction,Words,1
yeah,yeah,Words,1
benz,benz,Words,1
nothin,nothin,Words,1
homeboy,homeboy,Words,1
woman,woman,Words,1
tell,tell,Words,1
retrieve,retrieve,Words,1
help,help,Words,1
one,one,Words,1
ladies,ladies,Words,1
baby,baby,Words,1
thirty,thirty,Words,1
talkin,talkin,Words,1
hard,hard,Words,1
deny,deny,Words,1
juicy,juicy,Words,1
try,try,Words,1
sayin,sayin,Words,1
nasty,nasty,Words,1
horny,horny,Words,1
white,white,Words,1
oh,oh,Words,1
ooh,ooh,Words,1
fuck,fuck,Words,1
situps,situps,Words,1
itty,itty,Words,1
shes,shes,Words,1
tire,tire,Words,1
total,total,Words,1
53,53,Words,1
round,round,Words,1
flo,flo,Words,1
long,long,Words,1
aint,aint,Words,1
hon,hon,Words,1
throw,throw,Words,1
gig,gig,Words,1
rock,rock,Words,1
hit,hit,Words,1
role,role,Words,1
pull,pull,Words,1
understand,understand,Words,1
beggin,beggin,Words,1
rather,rather,Words,1
notice,notice,Words,1
butt,butt,Words,1
kick,kick,Words,1
fat,fat,Words,1
walk,walk,Words,1
song,song,Words,1
rap,rap,Words,1
word,word,Words,1
bimbos,bimbos,Words,1
strong,strong,Words,1
even,even,Words,1
cosmo,cosmo,Words,1
piece,piece,Words,1
dawn,dawn,Words,1
dis,dis,Words,1
prostitute,prostitute,Words,1
choose,choose,Words,1
lookin,lookin,Words,1
lie,lie,Words,1
real,real,Words,1
boy,boy,Words,1
soul,soul,Words,1
fella,fella,Words,1
cuss,cuss,Words,1
flat,flat,Words,1
simps,simps,Words,1
none,none,Words,1
take,take,Words,1
play,play,Words,1
lot,lot,Words,1
stop,stop,Words,1
please,please,Words,1
game,game,Words,1
bubble,bubble,Words,1
sixtwenty,sixtwenty,Words,1
goin,goin,Words,1
roll,roll,Words,1
look,look,Words,1
gol,gol,Words,1
id,id,Words,1
break,break,Words,1
keep,keep,Words,1
shake,shake,Words,1
fourthirty,fourthirty,Words,1
bean,bean,Words,1
part,part,Words,1
dancin,dancin,Words,1
workout,workout,Words,1
jo,jo,Words,1
home,home,Words,1
kay,kay,Words,1
rice,rice,Words,1
hell,hell,Words,1
em,em,Words,1
booty,booty,Words,1
around,around,Words,1
didnt,didnt,Words,1
selection,selection,Words,1
cry,cry,Words,1
im,im,Words,1
kind,kind,Words,1
wish,wish,Words,1
know,know,Words,1
life,life,Words,1
think,think,Words,1
take,take,Words,1
treat,treat,Words,1
please,please,Words,1
stay,stay,Words,1
ill,ill,Words,1
every,every,Words,1
love,love,Words,1
dont,dont,Words,1
oh,oh,Words,1
way,way,Words,1
always,always,Words,1
bittersweet,bittersweet,Words,1
hm,hm,Words,1
need,need,Words,1
memory,memory,Words,1
happiness,happiness,Words,1
darling,darling,Words,1
youve,youve,Words,1
joy,joy,Words,1
step,step,Words,1
go,go,Words,1
hope,hope,Words,1
goodbye,goodbye,Words,1
dream,dream,Words,1
would,would,Words,1
mess,mess,Words,1
im,im,Words,1
crazy,crazy,Words,1
ride,ride,Words,1
full,full,Words,1
ya,ya,Words,1
aka,aka,Words,1
dance,dance,Words,1
youre,youre,Words,1
bdoubleoty,bdoubleoty,Words,1
mad,mad,Words,1
invent,invent,Words,1
show,show,Words,1
omp,omp,Words,1
rip,rip,Words,1
back,back,Words,1
cool,cool,Words,1
ill,ill,Words,1
kickin,kickin,Words,1
sound,sound,Words,1
comanding,comanding,Words,1
flip,flip,Words,1
core,core,Words,1
cause,cause,Words,1
wreck,wreck,Words,1
begin,begin,Words,1
whoomp,whoomp,Words,1
three,three,Words,1
bring,bring,Words,1
inside,inside,Words,1
jump,jump,Words,1
want,want,Words,1
slam,slam,Words,1
whoo,whoo,Words,1
hey,hey,Words,1
man,man,Words,1
heres,heres,Words,1
say,say,Words,1
fu,fu,Words,1
derriere,derriere,Words,1
stick,stick,Words,1
lem,lem,Words,1
skill,skill,Words,1
dc,dc,Words,1
upside,upside,Words,1
like,like,Words,1
honey,honey,Words,1
straight,straight,Words,1
something,something,Words,1
mean,mean,Words,1
make,make,Words,1
fool,fool,Words,1
find,find,Words,1
come,come,Words,1
bout,bout,Words,1
blank,blank,Words,1
effect,effect,Words,1
folks,folks,Words,1
little,little,Words,1
crave,crave,Words,1
skin,skin,Words,1
brain,brain,Words,1
yall,yall,Words,1
dip,dip,Words,1
thought,thought,Words,1
underground,underground,Words,1
producer,producer,Words,1
go,go,Words,1
old,old,Words,1
demand,demand,Words,1
get,get,Words,1
shit,shit,Words,1
dank,dank,Words,1
undertaker,undertaker,Words,1
know,know,Words,1
partypeople,partypeople,Words,1
time,time,Words,1
yeah,yeah,Words,1
steel,steel,Words,1
1,1,Words,1
baby,baby,Words,1
team,team,Words,1
ima,ima,Words,1
hard,hard,Words,1
mike,mike,Words,1
check,check,Words,1
dasies,dasies,Words,1
oh,oh,Words,1
music,music,Words,1
ooh,ooh,Words,1
drink,drink,Words,1
puff,puff,Words,1
uh,uh,Words,1
kill,kill,Words,1
microphone,microphone,Words,1
hear,hear,Words,1
juice,juice,Words,1
steve,steve,Words,1
thrill,thrill,Words,1
comin,comin,Words,1
rock,rock,Words,1
hit,hit,Words,1
wave,wave,Words,1
outstanding,outstanding,Words,1
mic,mic,Words,1
flow,flow,Words,1
word,word,Words,1
cha,cha,Words,1
thats,thats,Words,1
push,push,Words,1
shi,shi,Words,1
hype,hype,Words,1
hand,hand,Words,1
party,party,Words,1
amazing,amazing,Words,1
supreme,supreme,Words,1
busy,busy,Words,1
rolln,rolln,Words,1
theres,theres,Words,1
breathtaker,breathtaker,Words,1
mother,mother,Words,1
fly,fly,Words,1
air,air,Words,1
dig,dig,Words,1
dunk,dunk,Words,1
shovel,shovel,Words,1
people,people,Words,1
keep,keep,Words,1
tag,tag,Words,1
takin,takin,Words,1
way,way,Words,1
two,two,Words,1
school,school,Words,1
shake,shake,Words,1
rejoice,rejoice,Words,1
whdouble,whdouble,Words,1
folklore,folklore,Words,1
noise,noise,Words,1
gettin,gettin,Words,1
shakalakashakalakashakalakashaka,shakalakashakalakashakalakashaka,Words,1
house,house,Words,1
nig,nig,Words,1
point,point,Words,1
gin,gin,Words,1
let,let,Words,1
get,get,Words,1
light,light,Words,1
im,im,Words,1
many,many,Words,1
sieeieeign,sieeieeign,Words,1
moon,moon,Words,1
eye,eye,Words,1
like,like,Words,1
oohoohoooooo,oohoohoooooo,Words,1
youre,youre,Words,1
person,person,Words,1
life,life,Words,1
one,one,Words,1
lot,lot,Words,1
live,live,Words,1
pale,pale,Words,1
recognize,recognize,Words,1
na,na,Words,1
oh,oh,Words,1
glad,glad,Words,1
saw,saw,Words,1
open,open,Words,1
could,could,Words,1
ohohoh,ohohoh,Words,1
drag,drag,Words,1
belong,belong,Words,1
bother,bother,Words,1
new,new,Words,1
year,year,Words,1
mind,mind,Words,1
bring,bring,Words,1
without,without,Words,1
see,see,Words,1
leave,leave,Words,1
hardly,hardly,Words,1
joy,joy,Words,1
happy,happy,Words,1
care,care,Words,1
gon,gon,Words,1
ive,ive,Words,1
star,star,Words,1
understand,understand,Words,1
wonder,wonder,Words,1
sign,sign,Words,1
enough,enough,Words,1
would,would,Words,1
demand,demand,Words,1
cry,cry,Words,1
ask,ask,Words,1
moon,moon,Words,1
wall,wall,Words,1
good,good,Words,1
well,well,Words,1
wont,wont,Words,1
u,u,Words,1
side,side,Words,1
ill,ill,Words,1
love,love,Words,1
question,question,Words,1
cause,cause,Words,1
give,give,Words,1
still,still,Words,1
mind,mind,Words,1
sky,sky,Words,1
see,see,Words,1
thing,thing,Words,1
care,care,Words,1
star,star,Words,1
age,age,Words,1
bad,bad,Words,1
like,like,Words,1
page,page,Words,1
single,single,Words,1
youll,youll,Words,1
make,make,Words,1
build,build,Words,1
every,every,Words,1
sure,sure,Words,1
though,though,Words,1
turn,turn,Words,1
till,till,Words,1
dream,dream,Words,1
know,know,Words,1
eye,eye,Words,1
time,time,Words,1
tear,tear,Words,1
beside,beside,Words,1
oh,oh,Words,1
swear,swear,Words,1
memory,memory,Words,1
death,death,Words,1
whats,whats,Words,1
shadow,shadow,Words,1
hang,hang,Words,1
mistake,mistake,Words,1
thats,thats,Words,1
hand,hand,Words,1
never,never,Words,1
break,break,Words,1
heart,heart,Words,1
beat,beat,Words,1
stand,stand,Words,1
two,two,Words,1
part,part,Words,1
year,year,Words,1
weigh,weigh,Words,1
happy,happy,Words,1
educated,educated,Words,1
smoke,smoke,Words,1
light,light,Words,1
im,im,Words,1
might,might,Words,1
learn,learn,Words,1
laugh,laugh,Words,1
good,good,Words,1
trip,trip,Words,1
wont,wont,Words,1
die,die,Words,1
talk,talk,Words,1
anger,anger,Words,1
think,think,Words,1
power,power,Words,1
guess,guess,Words,1
valley,valley,Words,1
23,23,Words,1
tripping,tripping,Words,1
mind,mind,Words,1
knee,knee,Words,1
punk,punk,Words,1
see,see,Words,1
thing,thing,Words,1
half,half,Words,1
hurt,hurt,Words,1
man,man,Words,1
say,say,Words,1
reach,reach,Words,1
nobodys,nobodys,Words,1
momma,momma,Words,1
chalk,chalk,Words,1
everybodys,everybodys,Words,1
luck,luck,Words,1
unheard,unheard,Words,1
hate,hate,Words,1
like,like,Words,1
fool,fool,Words,1
minute,minute,Words,1
spend,spend,Words,1
front,front,Words,1
live,live,Words,1
teach,teach,Words,1
nothing,nothing,Words,1
na,na,Words,1
dont,dont,Words,1
little,little,Words,1
much,much,Words,1
ta,ta,Words,1
pistol,pistol,Words,1
leave,leave,Words,1
cook,cook,Words,1
ive,ive,Words,1
kitchen,kitchen,Words,1
go,go,Words,1
paradise,paradise,Words,1
dream,dream,Words,1
get,get,Words,1
blast,blast,Words,1
ten,ten,Words,1
face,face,Words,1
television,television,Words,1
banger,banger,Words,1
cant,cant,Words,1
normal,normal,Words,1
know,know,Words,1
eye,eye,Words,1
set,set,Words,1
deserve,deserve,Words,1
24,24,Words,1
nothin,nothin,Words,1
tell,tell,Words,1
life,life,Words,1
wan,wan,Words,1
one,one,Words,1
away,away,Words,1
gleam,gleam,Words,1
team,team,Words,1
homies,homies,Words,1
kinda,kinda,Words,1
croak,croak,Words,1
loc,loc,Words,1
watch,watch,Words,1
situation,situation,Words,1
realize,realize,Words,1
night,night,Words,1
really,really,Words,1
long,long,Words,1
aint,aint,Words,1
death,death,Words,1
understand,understand,Words,1
whats,whats,Words,1
prayer,prayer,Words,1
gangsta,gangsta,Words,1
even,even,Words,1
shadow,shadow,Words,1
walk,walk,Words,1
blind,blind,Words,1
spending,spending,Words,1
thats,thats,Words,1
hand,hand,Words,1
never,never,Words,1
raise,raise,Words,1
locd,locd,Words,1
hood,hood,Words,1
take,take,Words,1
g,g,Words,1
treat,treat,Words,1
money,money,Words,1
look,look,Words,1
run,run,Words,1
street,street,Words,1
keep,keep,Words,1
heart,heart,Words,1
beat,beat,Words,1
way,way,Words,1
chase,chase,Words,1
arouse,arouse,Words,1
cross,cross,Words,1
line,line,Words,1
hour,hour,Words,1
didnt,didnt,Words,1
gangstas,gangstas,Words,1
cry,cry,Words,1
good,good,Words,1
gutter,gutter,Words,1
move,move,Words,1
blame,blame,Words,1
wit,wit,Words,1
youre,youre,Words,1
side,side,Words,1
think,think,Words,1
blue,blue,Words,1
rainbow,rainbow,Words,1
trouble,trouble,Words,1
vein,vein,Words,1
el,el,Words,1
seem,seem,Words,1
love,love,Words,1
glimpse,glimpse,Words,1
godgiven,godgiven,Words,1
letter,letter,Words,1
cause,cause,Words,1
hopeless,hopeless,Words,1
give,give,Words,1
doesnt,doesnt,Words,1
mind,mind,Words,1
sky,sky,Words,1
son,son,Words,1
three,three,Words,1
bring,bring,Words,1
see,see,Words,1
hurt,hurt,Words,1
another,another,Words,1
hope,hope,Words,1
crime,crime,Words,1
temptation,temptation,Words,1
shell,shell,Words,1
say,say,Words,1
lake,lake,Words,1
stick,stick,Words,1
fade,fade,Words,1
many,many,Words,1
like,like,Words,1
mirror,mirror,Words,1
make,make,Words,1
come,come,Words,1
use,use,Words,1
touch,touch,Words,1
gray,gray,Words,1
gaze,gaze,Words,1
body,body,Words,1
nothing,nothing,Words,1
na,na,Words,1
dry,dry,Words,1
believe,believe,Words,1
dont,dont,Words,1
insane,insane,Words,1
little,little,Words,1
seldom,seldom,Words,1
much,much,Words,1
brain,brain,Words,1
yall,yall,Words,1
unconditional,unconditional,Words,1
day,day,Words,1
handle,handle,Words,1
place,place,Words,1
gon,gon,Words,1
final,final,Words,1
staring,staring,Words,1
go,go,Words,1
pain,pain,Words,1
claim,claim,Words,1
dream,dream,Words,1
get,get,Words,1
health,health,Words,1
cold,cold,Words,1
face,face,Words,1
ten,ten,Words,1
someone,someone,Words,1
cant,cant,Words,1
know,know,Words,1
eye,eye,Words,1
folk,folk,Words,1
time,time,Words,1
prey,prey,Words,1
praying,praying,Words,1
victim,victim,Words,1
life,life,Words,1
chance,chance,Words,1
shade,shade,Words,1
help,help,Words,1
one,one,Words,1
bleedin,bleedin,Words,1
baby,baby,Words,1
away,away,Words,1
yesterday,yesterday,Words,1
blow,blow,Words,1
tear,tear,Words,1
cope,cope,Words,1
tootin,tootin,Words,1
aspiration,aspiration,Words,1
lay,lay,Words,1
true,true,Words,1
realize,realize,Words,1
caine,caine,Words,1
system,system,Words,1
hear,hear,Words,1
praise,praise,Words,1
rest,rest,Words,1
aint,aint,Words,1
comin,comin,Words,1
rain,rain,Words,1
anew,anew,Words,1
river,river,Words,1
self,self,Words,1
fast,fast,Words,1
listen,listen,Words,1
storm,storm,Words,1
shame,shame,Words,1
trace,trace,Words,1
sunny,sunny,Words,1
promise,promise,Words,1
window,window,Words,1
waterfall,waterfall,Words,1
pray,pray,Words,1
mother,mother,Words,1
take,take,Words,1
shoot,shoot,Words,1
precious,precious,Words,1
please,please,Words,1
endurin,endurin,Words,1
aim,aim,Words,1
resting,resting,Words,1
money,money,Words,1
recognize,recognize,Words,1
clear,clear,Words,1
fallin,fallin,Words,1
keep,keep,Words,1
natural,natural,Words,1
jam,jam,Words,1
way,way,Words,1
obsession,obsession,Words,1
leavin,leavin,Words,1
lonely,lonely,Words,1
chase,chase,Words,1
pourin,pourin,Words,1
undo,undo,Words,1
name,name,Words,1
ray,ray,Words,1
best,best,Words,1
faith,faith,Words,1
em,em,Words,1
con,con,Words,1
im,im,Words,1
join,join,Words,1
good,good,Words,1
dance,dance,Words,1
move,move,Words,1
cuerpo,cuerpo,Words,1
ill,ill,Words,1
always,always,Words,1
que,que,Words,1
seduce,seduce,Words,1
son,son,Words,1
want,want,Words,1
hey,hey,Words,1
say,say,Words,1
tu,tu,Words,1
ha,ha,Words,1
come,come,Words,1
find,find,Words,1
pa,pa,Words,1
soy,soy,Words,1
e,e,Words,1
worry,worry,Words,1
dont,dont,Words,1
suppose,suppose,Words,1
darle,darle,Words,1
fine,fine,Words,1
fellows,fellows,Words,1
dale,dale,Words,1
cant,cant,Words,1
town,town,Words,1
vitorino,vitorino,Words,1
along,along,Words,1
sooo,sooo,Words,1
try,try,Words,1
beside,beside,Words,1
las,las,Words,1
buena,buena,Words,1
macarena,macarena,Words,1
friend,friend,Words,1
alegria,alegria,Words,1
boyfriend,boyfriend,Words,1
party,party,Words,1
boy,boy,Words,1
take,take,Words,1
call,call,Words,1
stand,stand,Words,1
two,two,Words,1
chant,chant,Words,1
cosa,cosa,Words,1
name,name,Words,1
home,home,Words,1
chicas,chicas,Words,1
well,well,Words,1
together,together,Words,1
youre,youre,Words,1
think,think,Words,1
show,show,Words,1
sleep,sleep,Words,1
ill,ill,Words,1
love,love,Words,1
eventually,eventually,Words,1
cause,cause,Words,1
yes,yes,Words,1
always,always,Words,1
see,see,Words,1
care,care,Words,1
want,want,Words,1
late,late,Words,1
say,say,Words,1
hold,hold,Words,1
many,many,Words,1
patiently,patiently,Words,1
miss,miss,Words,1
like,like,Words,1
darlin,darlin,Words,1
smile,smile,Words,1
live,live,Words,1
brighter,brighter,Words,1
wait,wait,Words,1
assume,assume,Words,1
sun,sun,Words,1
day,day,Words,1
without,without,Words,1
youve,youve,Words,1
presence,presence,Words,1
shin,shin,Words,1
sweet,sweet,Words,1
grant,grant,Words,1
weve,weve,Words,1
know,know,Words,1
along,along,Words,1
yeah,yeah,Words,1
tell,tell,Words,1
one,one,Words,1
away,away,Words,1
lay,lay,Words,1
oh,oh,Words,1
youd,youd,Words,1
heaven,heaven,Words,1
hear,hear,Words,1
listen,listen,Words,1
friend,friend,Words,1
lord,lord,Words,1
lookin,lookin,Words,1
never,never,Words,1
alive,alive,Words,1
share,share,Words,1
pray,pray,Words,1
faraway,faraway,Words,1
although,although,Words,1
take,take,Words,1
sorry,sorry,Words,1
fly,fly,Words,1
oohooh,oohooh,Words,1
ayayayay,ayayayay,Words,1
imagine,imagine,Words,1
whoa,whoa,Words,1
look,look,Words,1
keep,keep,Words,1
way,way,Words,1
shine,shine,Words,1
feel,feel,Words,1
lose,lose,Words,1
get,get,Words,1
everything,everything,Words,1
light,light,Words,1
im,im,Words,1
cant,cant,Words,1
across,across,Words,1
honesty,honesty,Words,1
know,know,Words,1
like,like,Words,1
time,time,Words,1
speechless,speechless,Words,1
beacon,beacon,Words,1
something,something,Words,1
cloud,cloud,Words,1
tell,tell,Words,1
find,find,Words,1
take,take,Words,1
one,one,Words,1
tonight,tonight,Words,1
away,away,Words,1
smile,smile,Words,1
feeling,feeling,Words,1
nothing,nothing,Words,1
every,every,Words,1
look,look,Words,1
deep,deep,Words,1
dont,dont,Words,1
moonlight,moonlight,Words,1
heart,heart,Words,1
way,way,Words,1
shine,shine,Words,1
oh,oh,Words,1
breath,breath,Words,1
sun,sun,Words,1
day,day,Words,1
explain,explain,Words,1
need,need,Words,1
feel,feel,Words,1
start,start,Words,1
inside,inside,Words,1
describe,describe,Words,1
bay,bay,Words,1
pull,pull,Words,1
secret,secret,Words,1
second,second,Words,1
hop,hop,Words,1
everything,everything,Words,1
light,light,Words,1
movie,movie,Words,1
im,im,Words,1
put,put,Words,1
good,good,Words,1
soon,soon,Words,1
clock,clock,Words,1
dead,dead,Words,1
business,business,Words,1
floor,floor,Words,1
last,last,Words,1
talk,talk,Words,1
youre,youre,Words,1
think,think,Words,1
back,back,Words,1
wasnt,wasnt,Words,1
love,love,Words,1
deep,deep,Words,1
pick,pick,Words,1
cause,cause,Words,1
saw,saw,Words,1
brand,brand,Words,1
new,new,Words,1
stort,stort,Words,1
see,see,Words,1
far,far,Words,1
coffee,coffee,Words,1
sad,sad,Words,1
half,half,Words,1
towel,towel,Words,1
want,want,Words,1
alright,alright,Words,1
would,would,Words,1
say,say,Words,1
momma,momma,Words,1
bad,bad,Words,1
six,six,Words,1
miss,miss,Words,1
hate,hate,Words,1
like,like,Words,1
besides,besides,Words,1
mirror,mirror,Words,1
mean,mean,Words,1
youll,youll,Words,1
make,make,Words,1
tonight,tonight,Words,1
use,use,Words,1
doin,doin,Words,1
everyday,everyday,Words,1
dont,dont,Words,1
maple,maple,Words,1
much,much,Words,1
news,news,Words,1
turn,turn,Words,1
leave,leave,Words,1
itll,itll,Words,1
fine,fine,Words,1
place,place,Words,1
ive,ive,Words,1
smiley,smiley,Words,1
cap,cap,Words,1
go,go,Words,1
old,old,Words,1
dream,dream,Words,1
shouldnt,shouldnt,Words,1
wet,wet,Words,1
syrup,syrup,Words,1
book,book,Words,1
get,get,Words,1
face,face,Words,1
know,know,Words,1
spot,spot,Words,1
yeah,yeah,Words,1
tell,tell,Words,1
console,console,Words,1
paper,paper,Words,1
anymore,anymore,Words,1
pancake,pancake,Words,1
kinda,kinda,Words,1
try,try,Words,1
oh,oh,Words,1
breath,breath,Words,1
hear,hear,Words,1
long,long,Words,1
rain,rain,Words,1
wipe,wipe,Words,1
walk,walk,Words,1
even,even,Words,1
never,never,Words,1
mostly,mostly,Words,1
alive,alive,Words,1
take,take,Words,1
coat,coat,Words,1
call,call,Words,1
sheet,sheet,Words,1
cup,cup,Words,1
look,look,Words,1
break,break,Words,1
people,people,Words,1
heart,heart,Words,1
door,door,Words,1
brush,brush,Words,1
bed,bed,Words,1
line,line,Words,1
key,key,Words,1
feel,feel,Words,1
yolk,yolk,Words,1
pouring,pouring,Words,1
egg,egg,Words,1
happy,happy,Words,1
teeth,teeth,Words,1
pjs,pjs,Words,1
around,around,Words,1
didnt,didnt,Words,1
im,im,Words,1
good,good,Words,1
dance,dance,Words,1
u,u,Words,1
youre,youre,Words,1
back,back,Words,1
requested,requested,Words,1
love,love,Words,1
slow,slow,Words,1
makin,makin,Words,1
sexually,sexually,Words,1
see,see,Words,1
want,want,Words,1
alright,alright,Words,1
almost,almost,Words,1
hold,hold,Words,1
imma,imma,Words,1
bad,bad,Words,1
like,like,Words,1
make,make,Words,1
come,come,Words,1
naked,naked,Words,1
girl,girl,Words,1
grindin,grindin,Words,1
na,na,Words,1
idea,idea,Words,1
dont,dont,Words,1
little,little,Words,1
get,get,Words,1
excited,excited,Words,1
right,right,Words,1
cant,cant,Words,1
know,know,Words,1
yeah,yeah,Words,1
tell,tell,Words,1
poke,poke,Words,1
help,help,Words,1
wan,wan,Words,1
baby,baby,Words,1
hard,hard,Words,1
deny,deny,Words,1
kinda,kinda,Words,1
try,try,Words,1
sexin,sexin,Words,1
felt,felt,Words,1
could,could,Words,1
aint,aint,Words,1
comin,comin,Words,1
wonder,wonder,Words,1
song,song,Words,1
cuz,cuz,Words,1
real,real,Words,1
stop,stop,Words,1
fight,fight,Words,1
boo,boo,Words,1
way,way,Words,1
shake,shake,Words,1
feel,feel,Words,1
dancin,dancin,Words,1
close,close,Words,1
step,step,Words,1
escape,escape,Words,1
im,im,Words,1
might,might,Words,1
good,good,Words,1
somebody,somebody,Words,1
well,well,Words,1
wont,wont,Words,1
talk,talk,Words,1
youre,youre,Words,1
picture,picture,Words,1
think,think,Words,1
seem,seem,Words,1
definitely,definitely,Words,1
love,love,Words,1
cause,cause,Words,1
give,give,Words,1
must,must,Words,1
special,special,Words,1
belong,belong,Words,1
start,start,Words,1
bring,bring,Words,1
inside,inside,Words,1
see,see,Words,1
thing,thing,Words,1
silly,silly,Words,1
towel,towel,Words,1
want,want,Words,1
man,man,Words,1
say,say,Words,1
hold,hold,Words,1
mine,mine,Words,1
familiar,familiar,Words,1
like,like,Words,1
straight,straight,Words,1
something,something,Words,1
make,make,Words,1
fool,fool,Words,1
find,find,Words,1
minute,minute,Words,1
girl,girl,Words,1
act,act,Words,1
na,na,Words,1
sure,sure,Words,1
insane,insane,Words,1
day,day,Words,1
jealous,jealous,Words,1
without,without,Words,1
place,place,Words,1
allow,allow,Words,1
get,get,Words,1
sit,sit,Words,1
face,face,Words,1
right,right,Words,1
cant,cant,Words,1
future,future,Words,1
know,know,Words,1
bit,bit,Words,1
time,time,Words,1
yeah,yeah,Words,1
hesitate,hesitate,Words,1
tell,tell,Words,1
doubt,doubt,Words,1
life,life,Words,1
wan,wan,Words,1
one,one,Words,1
away,away,Words,1
hard,hard,Words,1
kinda,kinda,Words,1
try,try,Words,1
destroy,destroy,Words,1
excuse,excuse,Words,1
true,true,Words,1
oh,oh,Words,1
uh,uh,Words,1
could,could,Words,1
realize,realize,Words,1
kill,kill,Words,1
throw,throw,Words,1
aint,aint,Words,1
may,may,Words,1
understand,understand,Words,1
couldnt,couldnt,Words,1
enough,enough,Words,1
blind,blind,Words,1
shame,shame,Words,1
mistake,mistake,Words,1
thats,thats,Words,1
boy,boy,Words,1
real,real,Words,1
take,take,Words,1
past,past,Words,1
sorry,sorry,Words,1
hes,hes,Words,1
please,please,Words,1
confuse,confuse,Words,1
game,game,Words,1
change,change,Words,1
misunderstand,misunderstand,Words,1
look,look,Words,1
keep,keep,Words,1
truth,truth,Words,1
heart,heart,Words,1
way,way,Words,1
shine,shine,Words,1
huh,huh,Words,1
part,part,Words,1
need,need,Words,1
name,name,Words,1
maybe,maybe,Words,1
fake,fake,Words,1
let,let,Words,1
didnt,didnt,Words,1
strong,strong,Words,1
get,get,Words,1
sit,sit,Words,1
aside,aside,Words,1
push,push,Words,1
im,im,Words,1
cant,cant,Words,1
good,good,Words,1
well,well,Words,1
know,know,Words,1
move,move,Words,1
time,time,Words,1
theres,theres,Words,1
talk,talk,Words,1
youre,youre,Words,1
something,something,Words,1
life,life,Words,1
think,think,Words,1
take,take,Words,1
matter,matter,Words,1
one,one,Words,1
hard,hard,Words,1
back,back,Words,1
anymore,anymore,Words,1
try,try,Words,1
ill,ill,Words,1
na,na,Words,1
love,love,Words,1
believe,believe,Words,1
break,break,Words,1
keep,keep,Words,1
dont,dont,Words,1
cause,cause,Words,1
lonely,lonely,Words,1
suppose,suppose,Words,1
turn,turn,Words,1
wait,wait,Words,1
leave,leave,Words,1
really,really,Words,1
need,need,Words,1
feel,feel,Words,1
inside,inside,Words,1
maybe,maybe,Words,1
sad,sad,Words,1
gon,gon,Words,1
ive,ive,Words,1
enough,enough,Words,1
around,around,Words,1
say,say,Words,1
ask,ask,Words,1
holla,holla,Words,1
willy,willy,Words,1
im,im,Words,1
ride,ride,Words,1
well,well,Words,1
ya,ya,Words,1
big,big,Words,1
car,car,Words,1
trash,trash,Words,1
wit,wit,Words,1
talk,talk,Words,1
youre,youre,Words,1
picture,picture,Words,1
side,side,Words,1
think,think,Words,1
show,show,Words,1
back,back,Words,1
shorty,shorty,Words,1
love,love,Words,1
cause,cause,Words,1
give,give,Words,1
yes,yes,Words,1
always,always,Words,1
mind,mind,Words,1
mr,mr,Words,1
son,son,Words,1
see,see,Words,1
rise,rise,Words,1
screen,screen,Words,1
silly,silly,Words,1
want,want,Words,1
approach,approach,Words,1
sits,sits,Words,1
momma,momma,Words,1
expand,expand,Words,1
mine,mine,Words,1
forget,forget,Words,1
appetite,appetite,Words,1
like,like,Words,1
spatially,spatially,Words,1
meet,meet,Words,1
deadbeat,deadbeat,Words,1
something,something,Words,1
hangin,hangin,Words,1
find,find,Words,1
broke,broke,Words,1
front,front,Words,1
live,live,Words,1
guy,guy,Words,1
overseas,overseas,Words,1
coast,coast,Words,1
na,na,Words,1
tboz,tboz,Words,1
dont,dont,Words,1
focus,focus,Words,1
though,though,Words,1
turn,turn,Words,1
busta,busta,Words,1
vernacular,vernacular,Words,1
leave,leave,Words,1
bounce,bounce,Words,1
get,get,Words,1
scrubs,scrubs,Words,1
cant,cant,Words,1
know,know,Words,1
time,time,Words,1
insatiable,insatiable,Words,1
acquisition,acquisition,Words,1
chilli,chilli,Words,1
wan,wan,Words,1
detect,detect,Words,1
talkin,talkin,Words,1
checkin,checkin,Words,1
surprising,surprising,Words,1
kinda,kinda,Words,1
try,try,Words,1
digital,digital,Words,1
number,number,Words,1
check,check,Words,1
oh,oh,Words,1
intention,intention,Words,1
also,also,Words,1
diamondlike,diamondlike,Words,1
could,could,Words,1
passenger,passenger,Words,1
really,really,Words,1
hear,hear,Words,1
tv,tv,Words,1
filas,filas,Words,1
nowhere,nowhere,Words,1
walk,walk,Words,1
dvd,dvd,Words,1
friend,friend,Words,1
steppin,steppin,Words,1
ho,ho,Words,1
weak,weak,Words,1
satisfy,satisfy,Words,1
never,never,Words,1
none,none,Words,1
fly,fly,Words,1
g,g,Words,1
please,please,Words,1
game,game,Words,1
money,money,Words,1
look,look,Words,1
clear,clear,Words,1
