Id,Label,Type,Int Type
yo,yo,Words,1
see,see,Words,1
tan,tan,Words,1
flava,flava,Words,1
want,want,Words,1
man,man,Words,1
sanford,sanford,Words,1
say,say,Words,1
papa,papa,Words,1
da,da,Words,1
shady,shady,Words,1
pon,pon,Words,1
like,like,Words,1
chest,chest,Words,1
impress,impress,Words,1
player,player,Words,1
make,make,Words,1
keepin,keepin,Words,1
schillaci,schillaci,Words,1
warm,warm,Words,1
expose,expose,Words,1
girl,girl,Words,1
act,act,Words,1
park,park,Words,1
na,na,Words,1
discover,discover,Words,1
dont,dont,Words,1
turn,turn,Words,1
steam,steam,Words,1
green,green,Words,1
sauna,sauna,Words,1
forty,forty,Words,1
utter,utter,Words,1
blouse,blouse,Words,1
go,go,Words,1
bumper,bumper,Words,1
get,get,Words,1
cold,cold,Words,1
temperature,temperature,Words,1
right,right,Words,1
speed,speed,Words,1
cant,cant,Words,1
fish,fish,Words,1
sean,sean,Words,1
eat,eat,Words,1
waster,waster,Words,1
set,set,Words,1
hot,hot,Words,1
know,know,Words,1
time,time,Words,1
lovin,lovin,Words,1
paul,paul,Words,1
woman,woman,Words,1
bruk,bruk,Words,1
shelter,shelter,Words,1
wan,wan,Words,1
baby,baby,Words,1
million,million,Words,1
gwaan,gwaan,Words,1
inna,inna,Words,1
oh,oh,Words,1
hear,hear,Words,1
long,long,Words,1
wey,wey,Words,1
yam,yam,Words,1
weh,weh,Words,1
banana,banana,Words,1
mattress,mattress,Words,1
storm,storm,Words,1
fat,fat,Words,1
jamaica,jamaica,Words,1
fred,fred,Words,1
hand,hand,Words,1
lord,lord,Words,1
haffi,haffi,Words,1
lie,lie,Words,1
sey,sey,Words,1
gal,gal,Words,1
undercover,undercover,Words,1
play,play,Words,1
mom,mom,Words,1
stop,stop,Words,1
roll,roll,Words,1
grady,grady,Words,1
des,des,Words,1
keep,keep,Words,1
way,way,Words,1
dem,dem,Words,1
test,test,Words,1
five,five,Words,1
waan,waan,Words,1
naw,naw,Words,1
need,need,Words,1
destress,destress,Words,1
bless,bless,Words,1
confess,confess,Words,1
mess,mess,Words,1
everything,everything,Words,1
im,im,Words,1
ahead,ahead,Words,1
put,put,Words,1
standing,standing,Words,1
ya,ya,Words,1
wont,wont,Words,1
car,car,Words,1
talk,talk,Words,1
youre,youre,Words,1
think,think,Words,1
hurry,hurry,Words,1
left,left,Words,1
sleep,sleep,Words,1
ill,ill,Words,1
yard,yard,Words,1
buy,buy,Words,1
cause,cause,Words,1
yes,yes,Words,1
must,must,Words,1
since,since,Words,1
closet,closet,Words,1
see,see,Words,1
thing,thing,Words,1
another,another,Words,1
cab,cab,Words,1
man,man,Words,1
stuff,stuff,Words,1
mine,mine,Words,1
finish,finish,Words,1
shed,shed,Words,1
like,like,Words,1
remove,remove,Words,1
irreplaceable,irreplaceable,Words,1
make,make,Words,1
fool,fool,Words,1
find,find,Words,1
minute,minute,Words,1
bout,bout,Words,1
front,front,Words,1
touch,touch,Words,1
nothing,nothing,Words,1
dont,dont,Words,1
leave,leave,Words,1
fine,fine,Words,1
pack,pack,Words,1
box,box,Words,1
go,go,Words,1
fact,fact,Words,1
around,around,Words,1
get,get,Words,1
taxi,taxi,Words,1
wink,wink,Words,1
know,know,Words,1
bet,bet,Words,1
time,time,Words,1
replace,replace,Words,1
bag,bag,Words,1
tell,tell,Words,1
untrue,untrue,Words,1
baby,baby,Words,1
tear,tear,Words,1
lay,lay,Words,1
ever,ever,Words,1
could,could,Words,1
shes,shes,Words,1
chick,chick,Words,1
walk,walk,Words,1
thats,thats,Words,1
never,never,Words,1
twist,twist,Words,1
matter,matter,Words,1
easy,easy,Words,1
please,please,Words,1
call,call,Words,1
roll,roll,Words,1
tomorrow,tomorrow,Words,1
keep,keep,Words,1
truth,truth,Words,1
tag,tag,Words,1
stand,stand,Words,1
drop,drop,Words,1
oops,oops,Words,1
bed,bed,Words,1
key,key,Words,1
name,name,Words,1
home,home,Words,1
hell,hell,Words,1
lose,lose,Words,1
second,second,Words,1
let,let,Words,1
didnt,didnt,Words,1
distance,distance,Words,1
im,im,Words,1
good,good,Words,1
well,well,Words,1
car,car,Words,1
together,together,Words,1
youre,youre,Words,1
back,back,Words,1
sunshine,sunshine,Words,1
ill,ill,Words,1
love,love,Words,1
end,end,Words,1
precipitation,precipitation,Words,1
cause,cause,Words,1
still,still,Words,1
always,always,Words,1
three,three,Words,1
see,see,Words,1
thing,thing,Words,1
star,star,Words,1
man,man,Words,1
say,say,Words,1
entity,entity,Words,1
pour,pour,Words,1
chip,chip,Words,1
stick,stick,Words,1
forever,forever,Words,1
world,world,Words,1
hydroplane,hydroplane,Words,1
bad,bad,Words,1
anticipation,anticipation,Words,1
mend,mend,Words,1
youll,youll,Words,1
come,come,Words,1
girl,girl,Words,1
stone,stone,Words,1
na,na,Words,1
dont,dont,Words,1
little,little,Words,1
g5s,g5s,Words,1
stack,stack,Words,1
sun,sun,Words,1
day,day,Words,1
action,action,Words,1
oath,oath,Words,1
gon,gon,Words,1
shin,shin,Words,1
til,til,Words,1
go,go,Words,1
rainy,rainy,Words,1
magazine,magazine,Words,1
card,card,Words,1
ms,ms,Words,1
cant,cant,Words,1
dow,dow,Words,1
know,know,Words,1
apart,apart,Words,1
rihanna,rihanna,Words,1
yeah,yeah,Words,1
alarm,alarm,Words,1
tell,tell,Words,1
eh,eh,Words,1
baby,baby,Words,1
hard,hard,Words,1
dark,dark,Words,1
high,high,Words,1
ever,ever,Words,1
umbrella,umbrella,Words,1
ella,ella,Words,1
ooh,ooh,Words,1
uh,uh,Words,1
comin,comin,Words,1
rain,rain,Words,1
fancy,fancy,Words,1
deal,deal,Words,1
thats,thats,Words,1
friend,friend,Words,1
arm,arm,Words,1
ho,ho,Words,1
okay,okay,Words,1
rocafella,rocafella,Words,1
hand,hand,Words,1
shiny,shiny,Words,1
infinity,infinity,Words,1
never,never,Words,1
theres,theres,Words,1
cloud,cloud,Words,1
share,share,Words,1
take,take,Words,1
fly,fly,Words,1
jones,jones,Words,1
run,run,Words,1
heart,heart,Words,1
stand,stand,Words,1
shine,shine,Words,1
huh,huh,Words,1
part,part,Words,1
need,need,Words,1
pouring,pouring,Words,1
maybe,maybe,Words,1
fame,fame,Words,1
weather,weather,Words,1
let,let,Words,1
low,low,Words,1
sexy,sexy,Words,1
crazy,crazy,Words,1
next,next,Words,1
im,im,Words,1
zonin,zonin,Words,1
glock,glock,Words,1
drinkin,drinkin,Words,1
full,full,Words,1
big,big,Words,1
baggy,baggy,Words,1
rover,rover,Words,1
floor,floor,Words,1
bottle,bottle,Words,1
maybachs,maybachs,Words,1
strap,strap,Words,1
think,think,Words,1
show,show,Words,1
pop,pop,Words,1
mama,mama,Words,1
sweat,sweat,Words,1
back,back,Words,1
ill,ill,Words,1
playin,playin,Words,1
vibe,vibe,Words,1
love,love,Words,1
dough,dough,Words,1
makin,makin,Words,1
control,control,Words,1
give,give,Words,1
dollar,dollar,Words,1
spendin,spendin,Words,1
three,three,Words,1
clover,clover,Words,1
thing,thing,Words,1
see,see,Words,1
grand,grand,Words,1
want,want,Words,1
smack,smack,Words,1
bottom,bottom,Words,1
hey,hey,Words,1
man,man,Words,1
say,say,Words,1
crack,crack,Words,1
hold,hold,Words,1
fold,fold,Words,1
lil,lil,Words,1
imma,imma,Words,1
like,like,Words,1
make,make,Words,1
come,come,Words,1
minute,minute,Words,1
expose,expose,Words,1
x,x,Words,1
bank,bank,Words,1
boot,boot,Words,1
girl,girl,Words,1
stone,stone,Words,1
toaster,toaster,Words,1
shoulder,shoulder,Words,1
wouldnt,wouldnt,Words,1
cola,cola,Words,1
lock,lock,Words,1
fur,fur,Words,1
gwap,gwap,Words,1
stack,stack,Words,1
turn,turn,Words,1
wait,wait,Words,1
ta,ta,Words,1
grown,grown,Words,1
pornography,pornography,Words,1
flexible,flexible,Words,1
handle,handle,Words,1
cmon,cmon,Words,1
rag,rag,Words,1
go,go,Words,1
cake,cake,Words,1
get,get,Words,1
prefer,prefer,Words,1
dealin,dealin,Words,1
work,work,Words,1
leg,leg,Words,1
jean,jean,Words,1
clothes,clothes,Words,1
know,know,Words,1
shownin,shownin,Words,1
hot,hot,Words,1
yeah,yeah,Words,1
nothin,nothin,Words,1
woman,woman,Words,1
tattoo,tattoo,Words,1
tell,tell,Words,1
whole,whole,Words,1
sexual,sexual,Words,1
one,one,Words,1
baby,baby,Words,1
mornin,mornin,Words,1
million,million,Words,1
rubber,rubber,Words,1
problem,problem,Words,1
paper,paper,Words,1
steal,steal,Words,1
professional,professional,Words,1
club,club,Words,1
thatll,thatll,Words,1
oh,oh,Words,1
band,band,Words,1
pole,pole,Words,1
night,night,Words,1
henny,henny,Words,1
throw,throw,Words,1
aint,aint,Words,1
rain,rain,Words,1
rock,rock,Words,1
hit,hit,Words,1
couldnt,couldnt,Words,1
shawty,shawty,Words,1
cash,cash,Words,1
thats,thats,Words,1
cadillacs,cadillacs,Words,1
patrone,patrone,Words,1
poster,poster,Words,1
lookin,lookin,Words,1
never,never,Words,1
bite,bite,Words,1
gal,gal,Words,1
moan,moan,Words,1
take,take,Words,1
sorry,sorry,Words,1
fly,fly,Words,1
stop,stop,Words,1
money,money,Words,1
foamin,foamin,Words,1
whoa,whoa,Words,1
roll,roll,Words,1
ova,ova,Words,1
pant,pant,Words,1
ready,ready,Words,1
break,break,Words,1
reeboks,reeboks,Words,1
apple,apple,Words,1
way,way,Words,1
two,two,Words,1
dem,dem,Words,1
drop,drop,Words,1
birthday,birthday,Words,1
worth,worth,Words,1
close,close,Words,1
home,home,Words,1
rosay,rosay,Words,1
snow,snow,Words,1
soldier,soldier,Words,1
lucky,lucky,Words,1
booty,booty,Words,1
around,around,Words,1
let,let,Words,1
piercing,piercing,Words,1
im,im,Words,1
crazy,crazy,Words,1
talk,talk,Words,1
youre,youre,Words,1
rush,rush,Words,1
think,think,Words,1
vein,vein,Words,1
ill,ill,Words,1
love,love,Words,1
sound,sound,Words,1
melt,melt,Words,1
start,start,Words,1
everyone,everyone,Words,1
see,see,Words,1
care,care,Words,1
cripple,cripple,Words,1
say,say,Words,1
fall,fall,Words,1
world,world,Words,1
closing,closing,Words,1
happen,happen,Words,1
something,something,Words,1
scar,scar,Words,1
find,find,Words,1
come,come,Words,1
nothing,nothing,Words,1
believe,believe,Words,1
dont,dont,Words,1
drain,drain,Words,1
twice,twice,Words,1
open,open,Words,1
pain,pain,Words,1
go,go,Words,1
wear,wear,Words,1
face,face,Words,1
pass,pass,Words,1
know,know,Words,1
time,time,Words,1
bleeding,bleeding,Words,1
frozen,frozen,Words,1
doubt,doubt,Words,1
away,away,Words,1
hard,hard,Words,1
try,try,Words,1
cut,cut,Words,1
true,true,Words,1
everyones,everyones,Words,1
oh,oh,Words,1
hear,hear,Words,1
ear,ear,Words,1
round,round,Words,1
vain,vain,Words,1
goal,goal,Words,1
pull,pull,Words,1
enough,enough,Words,1
fill,fill,Words,1
first,first,Words,1
embrace,embrace,Words,1
yet,yet,Words,1
ground,ground,Words,1
great,great,Words,1
look,look,Words,1
keep,keep,Words,1
truth,truth,Words,1
heart,heart,Words,1
loud,loud,Words,1
loneliness,loneliness,Words,1
bleed,bleed,Words,1
need,need,Words,1
maybe,maybe,Words,1
close,close,Words,1
around,around,Words,1
didnt,didnt,Words,1
yep,yep,Words,1
im,im,Words,1
next,next,Words,1
put,put,Words,1
shitin,shitin,Words,1
well,well,Words,1
big,big,Words,1
3008,3008,Words,1
ashit,ashit,Words,1
satellite,satellite,Words,1
level,level,Words,1
style,style,Words,1
spit,spit,Words,1
cause,cause,Words,1
2000,2000,Words,1
yo,yo,Words,1
bumpin,bumpin,Words,1
boom,boom,Words,1
faster,faster,Words,1
visual,visual,Words,1
inside,inside,Words,1
ape,ape,Words,1
late,late,Words,1
lowfi,lowfi,Words,1
stick,stick,Words,1
chickens,chickens,Words,1
like,like,Words,1
room,room,Words,1
beast,beast,Words,1
808,808,Words,1
overload,overload,Words,1
lady,lady,Words,1
girl,girl,Words,1
na,na,Words,1
turn,turn,Words,1
ta,ta,Words,1
yall,yall,Words,1
rockin,rockin,Words,1
bounce,bounce,Words,1
spaceship,spaceship,Words,1
place,place,Words,1
go,go,Words,1
harder,harder,Words,1
get,get,Words,1
shit,shit,Words,1
future,future,Words,1
town,town,Words,1
bang,bang,Words,1
bit,bit,Words,1
wan,wan,Words,1
digital,digital,Words,1
try,try,Words,1
stupid,stupid,Words,1
cybertron,cybertron,Words,1
8,8,Words,1
uh,uh,Words,1
william,william,Words,1
block,block,Words,1
hear,hear,Words,1
rock,rock,Words,1
hit,hit,Words,1
longer,longer,Words,1
pound,pound,Words,1
bass,bass,Words,1
text,text,Words,1
flow,flow,Words,1
strong,strong,Words,1
steppin,steppin,Words,1
hand,hand,Words,1
leprechaun,leprechaun,Words,1
super,super,Words,1
copy,copy,Words,1
flat,flat,Words,1
pow,pow,Words,1
swagger,swagger,Words,1
air,air,Words,1
roll,roll,Words,1
jackin,jackin,Words,1
people,people,Words,1
beat,beat,Words,1
supersonic,supersonic,Words,1
radio,radio,Words,1
drop,drop,Words,1
hd,hd,Words,1
zoom,zoom,Words,1
step,step,Words,1
let,let,Words,1
texas,texas,Words,1
im,im,Words,1
wont,wont,Words,1
fun,fun,Words,1
youre,youre,Words,1
show,show,Words,1
stay,stay,Words,1
hook,hook,Words,1
ill,ill,Words,1
love,love,Words,1
cause,cause,Words,1
stun,stun,Words,1
start,start,Words,1
russian,russian,Words,1
muh,muh,Words,1
muffin,muffin,Words,1
nobody,nobody,Words,1
hold,hold,Words,1
rough,rough,Words,1
fold,fold,Words,1
like,like,Words,1
marvelous,marvelous,Words,1
glue,glue,Words,1
bank,bank,Words,1
intuition,intuition,Words,1
gunnin,gunnin,Words,1
na,na,Words,1
little,little,Words,1
poker,poker,Words,1
isnt,isnt,Words,1
without,without,Words,1
ive,ive,Words,1
gon,gon,Words,1
pair,pair,Words,1
get,get,Words,1
card,card,Words,1
face,face,Words,1
cant,cant,Words,1
hot,hot,Words,1
bluffing,bluffing,Words,1
tell,tell,Words,1
wan,wan,Words,1
one,one,Words,1
baby,baby,Words,1
hard,hard,Words,1
check,check,Words,1
oh,oh,Words,1
shes,shes,Words,1
roulette,roulette,Words,1
chick,chick,Words,1
hit,hit,Words,1
read,read,Words,1
thats,thats,Words,1
pay,pay,Words,1
gambling,gambling,Words,1
promise,promise,Words,1
hand,hand,Words,1
kiss,kiss,Words,1
hug,hug,Words,1
lie,lie,Words,1
raise,raise,Words,1
p,p,Words,1
take,take,Words,1
ohoheohohoh,ohoheohohoh,Words,1
play,play,Words,1
game,game,Words,1
roll,roll,Words,1
spade,spade,Words,1
heart,heart,Words,1
gun,gun,Words,1
casino,casino,Words,1
em,em,Words,1
let,let,Words,1
everybody,everybody,Words,1
im,im,Words,1
pocket,pocket,Words,1
put,put,Words,1
clock,clock,Words,1
bottle,bottle,Words,1
u,u,Words,1
grab,grab,Words,1
talk,talk,Words,1
junk,junk,Words,1
wake,wake,Words,1
pop,pop,Words,1
back,back,Words,1
rollin,rollin,Words,1
sound,sound,Words,1
drunk,drunk,Words,1
cause,cause,Words,1
curb,curb,Words,1
jack,jack,Words,1
start,start,Words,1
see,see,Words,1
sunlight,sunlight,Words,1
care,care,Words,1
plenty,plenty,Words,1
hey,hey,Words,1
smack,smack,Words,1
world,world,Words,1
like,like,Words,1
droptopping,droptopping,Words,1
make,make,Words,1
come,come,Words,1
tonight,tonight,Words,1
girl,girl,Words,1
diddy,diddy,Words,1
feeling,feeling,Words,1
touch,touch,Words,1
build,build,Words,1
crunk,crunk,Words,1
na,na,Words,1
dont,dont,Words,1
little,little,Words,1
jagger,jagger,Words,1
leave,leave,Words,1
pedicure,pedicure,Words,1
popo,popo,Words,1
till,till,Words,1
gon,gon,Words,1
til,til,Words,1
tipsy,tipsy,Words,1
go,go,Words,1
unless,unless,Words,1
get,get,Words,1
clothes,clothes,Words,1
bit,bit,Words,1
police,police,Words,1
yeah,yeah,Words,1
glass,glass,Words,1
ima,ima,Words,1
blow,blow,Words,1
try,try,Words,1
already,already,Words,1
cd,cd,Words,1
night,night,Words,1
hear,hear,Words,1
speaker,speaker,Words,1
mick,mick,Words,1
aint,aint,Words,1
hit,hit,Words,1
pound,pound,Words,1
kick,kick,Words,1
walk,walk,Words,1
hand,hand,Words,1
party,party,Words,1
boy,boy,Words,1
dj,dj,Words,1
shut,shut,Words,1
p,p,Words,1
play,play,Words,1
stop,stop,Words,1
dude,dude,Words,1
toe,toe,Words,1
fight,fight,Words,1
money,money,Words,1
goin,goin,Words,1
look,look,Words,1
morning,morning,Words,1
ticktock,ticktock,Words,1
break,break,Words,1
heart,heart,Words,1
door,door,Words,1
brush,brush,Words,1
favorite,favorite,Words,1
line,line,Words,1
city,city,Words,1
phone,phone,Words,1
beer,beer,Words,1
teeth,teeth,Words,1
em,em,Words,1
swagger,swagger,Words,1
let,let,Words,1
lose,lose,Words,1
im,im,Words,1
floor,floor,Words,1
picture,picture,Words,1
guess,guess,Words,1
control,control,Words,1
drunk,drunk,Words,1
mind,mind,Words,1
hurt,hurt,Words,1
another,another,Words,1
scatter,scatter,Words,1
say,say,Words,1
reach,reach,Words,1
wish,wish,Words,1
happen,happen,Words,1
come,come,Words,1
alone,alone,Words,1
nothing,nothing,Words,1
wouldnt,wouldnt,Words,1
dont,dont,Words,1
little,little,Words,1
shot,shot,Words,1
quarter,quarter,Words,1
without,without,Words,1
perfect,perfect,Words,1
cant,cant,Words,1
know,know,Words,1
time,time,Words,1
one,one,Words,1
baby,baby,Words,1
anymore,anymore,Words,1
ever,ever,Words,1
oh,oh,Words,1
ooh,ooh,Words,1
youd,youd,Words,1
memory,memory,Words,1
rather,rather,Words,1
wonder,wonder,Words,1
sweeping,sweeping,Words,1
stop,stop,Words,1
call,call,Words,1
fight,fight,Words,1
whoa,whoa,Words,1
look,look,Words,1
id,id,Words,1
way,way,Words,1
door,door,Words,1
cross,cross,Words,1
need,need,Words,1
feel,feel,Words,1
phone,phone,Words,1
whiskey,whiskey,Words,1
around,around,Words,1
burn,burn,Words,1
im,im,Words,1
wont,wont,Words,1
u,u,Words,1
beating,beating,Words,1
fever,fever,Words,1
youre,youre,Words,1
story,story,Words,1
think,think,Words,1
back,back,Words,1
ill,ill,Words,1
love,love,Words,1
deep,deep,Words,1
head,head,Words,1
cause,cause,Words,1
crystal,crystal,Words,1
inside,inside,Words,1
see,see,Words,1
thing,thing,Words,1
turned,turned,Words,1
bare,bare,Words,1
almost,almost,Words,1
reach,reach,Words,1
fall,fall,Words,1
pitch,pitch,Words,1
mine,mine,Words,1
wish,wish,Words,1
meet,meet,Words,1
make,make,Words,1
scar,scar,Words,1
find,find,Words,1
feeling,feeling,Words,1
every,every,Words,1
na,na,Words,1
sure,sure,Words,1
dont,dont,Words,1
open,open,Words,1
finally,finally,Words,1
leave,leave,Words,1
couldve,couldve,Words,1
gon,gon,Words,1
ive,ive,Words,1
go,go,Words,1
depth,depth,Words,1
kind,kind,Words,1
cant,cant,Words,1
sorrow,sorrow,Words,1
ship,ship,Words,1
tell,tell,Words,1
help,help,Words,1
one,one,Words,1
baby,baby,Words,1
dark,dark,Words,1
breathless,breathless,Words,1
tear,tear,Words,1
bringing,bringing,Words,1
lay,lay,Words,1
gold,gold,Words,1
despair,despair,Words,1
could,could,Words,1
throw,throw,Words,1
heard,heard,Words,1
underestimate,underestimate,Words,1
piece,piece,Words,1
pay,pay,Words,1
hand,hand,Words,1
never,never,Words,1
sow,sow,Words,1
soul,soul,Words,1
share,share,Words,1
treasured,treasured,Words,1
play,play,Words,1
starting,starting,Words,1
reap,reap,Words,1
sell,sell,Words,1
roll,roll,Words,1
clear,clear,Words,1
look,look,Words,1
keep,keep,Words,1
heart,heart,Words,1
beat,beat,Words,1
remind,remind,Words,1
door,door,Words,1
count,count,Words,1
blessing,blessing,Words,1
rolling,rolling,Words,1
home,home,Words,1
fire,fire,Words,1
everybody,everybody,Words,1
mess,mess,Words,1
weight,weight,Words,1
im,im,Words,1
put,put,Words,1
good,good,Words,1
move,move,Words,1
u,u,Words,1
youre,youre,Words,1
mad,mad,Words,1
clap,clap,Words,1
jock,jock,Words,1
devilish,devilish,Words,1
sound,sound,Words,1
dough,dough,Words,1
cause,cause,Words,1
hatin,hatin,Words,1
yo,yo,Words,1
mind,mind,Words,1
see,see,Words,1
rise,rise,Words,1
another,another,Words,1
hey,hey,Words,1
hoe,hoe,Words,1
drank,drank,Words,1
bad,bad,Words,1
like,like,Words,1
drano,drano,Words,1
zeppelin,zeppelin,Words,1
make,make,Words,1
domino,domino,Words,1
naked,naked,Words,1
babe,babe,Words,1
tonight,tonight,Words,1
girl,girl,Words,1
na,na,Words,1
every,every,Words,1
top,top,Words,1
day,day,Words,1
woo,woo,Words,1
shot,shot,Words,1
gon,gon,Words,1
go,go,Words,1
around,around,Words,1
halo,halo,Words,1
shufflin,shufflin,Words,1
get,get,Words,1
halfwhite,halfwhite,Words,1
jean,jean,Words,1
know,know,Words,1
time,time,Words,1
spot,spot,Words,1
yeah,yeah,Words,1
tattoo,tattoo,Words,1
wan,wan,Words,1
one,one,Words,1
baby,baby,Words,1
club,club,Words,1
oh,oh,Words,1
ooh,ooh,Words,1
’,’,Words,1
gainin,gainin,Words,1
gots,gots,Words,1
block,block,Words,1
round,round,Words,1
throw,throw,Words,1
rock,rock,Words,1
fast,fast,Words,1
flow,flow,Words,1
fill,fill,Words,1
cash,cash,Words,1
first,first,Words,1
lead,lead,Words,1
hand,hand,Words,1
party,party,Words,1
non,non,Words,1
stop,stop,Words,1
please,please,Words,1
wooo,wooo,Words,1
crew,crew,Words,1
money,money,Words,1
cup,cup,Words,1
roll,roll,Words,1
look,look,Words,1
run,run,Words,1
halfblack,halfblack,Words,1
repping,repping,Words,1
shake,shake,Words,1
feel,feel,Words,1
house,house,Words,1
tight,tight,Words,1
oprah,oprah,Words,1
booty,booty,Words,1
lose,lose,Words,1
step,step,Words,1
let,let,Words,1
low,low,Words,1
well,well,Words,1
somebody,somebody,Words,1
die,die,Words,1
together,together,Words,1
youre,youre,Words,1
stranger,stranger,Words,1
think,think,Words,1
guess,guess,Words,1
ill,ill,Words,1
remember,remember,Words,1
love,love,Words,1
end,end,Words,1
still,still,Words,1
company,company,Words,1
always,always,Words,1
would,would,Words,1
say,say,Words,1
ache,ache,Words,1
sadness,sadness,Words,1
rough,rough,Words,1
admit,admit,Words,1
happen,happen,Words,1
like,like,Words,1
something,something,Words,1
make,make,Words,1
find,find,Words,1
use,use,Words,1
live,live,Words,1
nothing,nothing,Words,1
na,na,Words,1
every,every,Words,1
dont,dont,Words,1
believe,believe,Words,1
wouldnt,wouldnt,Words,1
though,though,Words,1
record,record,Words,1
screw,screw,Words,1
sense,sense,Words,1
go,go,Words,1
get,get,Words,1
addict,addict,Words,1
right,right,Words,1
kind,kind,Words,1
know,know,Words,1
time,time,Words,1
resignation,resignation,Words,1
tell,tell,Words,1
wan,wan,Words,1
collect,collect,Words,1
felt,felt,Words,1
cut,cut,Words,1
number,number,Words,1
could,could,Words,1
read,read,Words,1
even,even,Words,1
word,word,Words,1
certain,certain,Words,1
hang,hang,Words,1
friend,friend,Words,1
never,never,Words,1
treat,treat,Words,1
change,change,Words,1
id,id,Words,1
catch,catch,Words,1
way,way,Words,1
glad,glad,Words,1
lonely,lonely,Words,1
need,need,Words,1
feel,feel,Words,1
happy,happy,Words,1
stoop,stoop,Words,1
let,let,Words,1
didnt,didnt,Words,1
ask,ask,Words,1
crazy,crazy,Words,1
well,well,Words,1
youre,youre,Words,1
think,think,Words,1
wasnt,wasnt,Words,1
ill,ill,Words,1
showin,showin,Words,1
give,give,Words,1
still,still,Words,1
dime,dime,Words,1
trade,trade,Words,1
penny,penny,Words,1
wind,wind,Words,1
heres,heres,Words,1
hey,hey,Words,1
would,would,Words,1
fall,fall,Words,1
hold,hold,Words,1
wish,wish,Words,1
bad,bad,Words,1
beg,beg,Words,1
miss,miss,Words,1
meet,meet,Words,1
come,come,Words,1
nothing,nothing,Words,1
stare,stare,Words,1
dont,dont,Words,1
borrow,borrow,Words,1
skin,skin,Words,1
blowin,blowin,Words,1
go,go,Words,1
right,right,Words,1
fell,fell,Words,1
jean,jean,Words,1
know,know,Words,1
hot,hot,Words,1
time,time,Words,1
tell,tell,Words,1
life,life,Words,1
baby,baby,Words,1
sight,sight,Words,1
hard,hard,Words,1
steal,steal,Words,1
try,try,Words,1
number,number,Words,1
night,night,Words,1
throw,throw,Words,1
first,first,Words,1
kiss,kiss,Words,1
boy,boy,Words,1
never,never,Words,1
real,real,Words,1
soul,soul,Words,1
take,take,Words,1
call,call,Words,1
look,look,Words,1
id,id,Words,1
way,way,Words,1
chase,chase,Words,1
feel,feel,Words,1
maybe,maybe,Words,1
didnt,didnt,Words,1
ripped,ripped,Words,1
ask,ask,Words,1
plaid,plaid,Words,1
im,im,Words,1
next,next,Words,1
pocket,pocket,Words,1
ignorant,ignorant,Words,1
swindle,swindle,Words,1
sock,sock,Words,1
big,big,Words,1
tshirt,tshirt,Words,1
business,business,Words,1
wont,wont,Words,1
trash,trash,Words,1
incredible,incredible,Words,1
pop,pop,Words,1
style,style,Words,1
thank,thank,Words,1
ace,ace,Words,1
floss,floss,Words,1
cool,cool,Words,1
ill,ill,Words,1
hello,hello,Words,1
cop,cop,Words,1
deep,deep,Words,1
velcro,velcro,Words,1
ice,ice,Words,1
buy,buy,Words,1
keyboard,keyboard,Words,1
head,head,Words,1
dough,dough,Words,1
cause,cause,Words,1
brown,brown,Words,1
dollar,dollar,Words,1
search,search,Words,1
wolf,wolf,Words,1
trick,trick,Words,1
yo,yo,Words,1
pump,pump,Words,1
pink,pink,Words,1
r,r,Words,1
knee,knee,Words,1
brand,brand,Words,1
motherfucker,motherfucker,Words,1
probably,probably,Words,1
damn,damn,Words,1
addition,addition,Words,1
onesie,onesie,Words,1
another,another,Words,1
hella,hella,Words,1
frosty,frosty,Words,1
hey,hey,Words,1
man,man,Words,1
fifty,fifty,Words,1
would,would,Words,1
skeet,skeet,Words,1
twenty,twenty,Words,1
momma,momma,Words,1
velour,velour,Words,1
kelly,kelly,Words,1
mink,mink,Words,1
nah,nah,Words,1
blanket,blanket,Words,1
donate,donate,Words,1
imma,imma,Words,1
secondhand,secondhand,Words,1
six,six,Words,1
like,like,Words,1
bummy,bummy,Words,1
pro,pro,Words,1
grandpa,grandpa,Words,1
make,make,Words,1
simple,simple,Words,1
come,come,Words,1
find,find,Words,1
except,except,Words,1
jacket,jacket,Words,1
bout,bout,Words,1
jumpsuit,jumpsuit,Words,1
road,road,Words,1
girl,girl,Words,1
sucker,sucker,Words,1
nothing,nothing,Words,1
awesome,awesome,Words,1
na,na,Words,1
shoe,shoe,Words,1
dont,dont,Words,1
jammies,jammies,Words,1
fur,fur,Words,1
skin,skin,Words,1
green,green,Words,1
aunty,aunty,Words,1
leopard,leopard,Words,1
goodwill,goodwill,Words,1
wash,wash,Words,1
edition,edition,Words,1
cent,cent,Words,1
cmon,cmon,Words,1
gon,gon,Words,1
go,go,Words,1
moccasin,moccasin,Words,1
dookie,dookie,Words,1
board,board,Words,1
wear,wear,Words,1
get,get,Words,1
john,john,Words,1
mammy,mammy,Words,1
someone,someone,Words,1
cold,cold,Words,1
shit,shit,Words,1
piss,piss,Words,1
mello,mello,Words,1
right,right,Words,1
smell,smell,Words,1
grudgy,grudgy,Words,1
cock,cock,Words,1
pass,pass,Words,1
zebra,zebra,Words,1
know,know,Words,1
clothes,clothes,Words,1
leather,leather,Words,1
flannel,flannel,Words,1
bag,bag,Words,1
limited,limited,Words,1
one,one,Words,1
ninetynine,ninetynine,Words,1
broken,broken,Words,1
